natCu(p,x)65Zn


	fit	fit
Energy	Pade	Uncert.	Phys. yield	Phys. yield	1 h irrad.
44.1	5.56	0.24	6.37E-01	1.72E+01	6.37E-01
44.2	5.55	0.24	6.38E-01	1.72E+01	6.38E-01
44.3	5.53	0.24	6.38E-01	1.72E+01	6.38E-01
44.4	5.52	0.24	6.38E-01	1.73E+01	6.38E-01
44.5	5.50	0.24	6.39E-01	1.73E+01	6.39E-01
44.6	5.49	0.24	6.39E-01	1.73E+01	6.39E-01
44.7	5.48	0.24	6.40E-01	1.73E+01	6.40E-01
44.8	5.46	0.24	6.40E-01	1.73E+01	6.40E-01
44.9	5.45	0.24	6.41E-01	1.73E+01	6.41E-01
45.0	5.44	0.23	6.41E-01	1.73E+01	6.41E-01
45.1	5.42	0.23	6.42E-01	1.73E+01	6.42E-01
45.2	5.41	0.23	6.42E-01	1.74E+01	6.42E-01
45.3	5.39	0.23	6.42E-01	1.74E+01	6.42E-01
45.4	5.38	0.23	6.43E-01	1.74E+01	6.43E-01
45.5	5.37	0.23	6.43E-01	1.74E+01	6.43E-01
45.6	5.35	0.23	6.44E-01	1.74E+01	6.44E-01
45.7	5.34	0.23	6.44E-01	1.74E+01	6.44E-01
45.8	5.33	0.23	6.45E-01	1.74E+01	6.45E-01
45.9	5.31	0.23	6.45E-01	1.74E+01	6.45E-01
46.0	5.30	0.23	6.45E-01	1.74E+01	6.45E-01
46.1	5.29	0.23	6.46E-01	1.75E+01	6.46E-01
46.2	5.28	0.23	6.46E-01	1.75E+01	6.46E-01
46.3	5.26	0.23	6.47E-01	1.75E+01	6.47E-01
46.4	5.25	0.23	6.47E-01	1.75E+01	6.47E-01
46.5	5.24	0.23	6.48E-01	1.75E+01	6.48E-01
46.6	5.22	0.23	6.48E-01	1.75E+01	6.48E-01
46.7	5.21	0.23	6.49E-01	1.75E+01	6.48E-01
46.8	5.20	0.22	6.49E-01	1.75E+01	6.49E-01
46.9	5.19	0.22	6.49E-01	1.76E+01	6.49E-01
47.0	5.17	0.22	6.50E-01	1.76E+01	6.50E-01
47.1	5.16	0.22	6.50E-01	1.76E+01	6.50E-01
47.2	5.15	0.22	6.51E-01	1.76E+01	6.51E-01
47.3	5.14	0.22	6.51E-01	1.76E+01	6.51E-01
47.4	5.12	0.22	6.52E-01	1.76E+01	6.51E-01
47.5	5.11	0.22	6.52E-01	1.76E+01	6.52E-01
47.6	5.10	0.22	6.52E-01	1.76E+01	6.52E-01
47.7	5.09	0.22	6.53E-01	1.76E+01	6.53E-01
47.8	5.08	0.22	6.53E-01	1.77E+01	6.53E-01
47.9	5.06	0.22	6.54E-01	1.77E+01	6.54E-01
48.0	5.05	0.22	6.54E-01	1.77E+01	6.54E-01
48.1	5.04	0.22	6.55E-01	1.77E+01	6.55E-01
48.2	5.03	0.22	6.55E-01	1.77E+01	6.55E-01
48.3	5.02	0.22	6.55E-01	1.77E+01	6.55E-01
48.4	5.00	0.22	6.56E-01	1.77E+01	6.56E-01
48.5	4.99	0.22	6.56E-01	1.77E+01	6.56E-01
48.6	4.98	0.22	6.57E-01	1.77E+01	6.57E-01
48.7	4.97	0.21	6.57E-01	1.78E+01	6.57E-01
48.8	4.96	0.21	6.58E-01	1.78E+01	6.58E-01
48.9	4.95	0.21	6.58E-01	1.78E+01	6.58E-01
49.0	4.93	0.21	6.58E-01	1.78E+01	6.58E-01
49.1	4.92	0.21	6.59E-01	1.78E+01	6.59E-01
49.2	4.91	0.21	6.59E-01	1.78E+01	6.59E-01
49.3	4.90	0.21	6.60E-01	1.78E+01	6.60E-01
49.4	4.89	0.21	6.60E-01	1.78E+01	6.60E-01
49.5	4.88	0.21	6.61E-01	1.79E+01	6.60E-01
49.6	4.87	0.21	6.61E-01	1.79E+01	6.61E-01
49.7	4.85	0.21	6.61E-01	1.79E+01	6.61E-01
49.8	4.84	0.21	6.62E-01	1.79E+01	6.62E-01
49.9	4.83	0.21	6.62E-01	1.79E+01	6.62E-01
50.0	4.82	0.21	6.63E-01	1.79E+01	6.63E-01
50.1	4.81	0.21	6.63E-01	1.79E+01	6.63E-01
50.2	4.80	0.21	6.64E-01	1.79E+01	6.63E-01
50.3	4.79	0.21	6.64E-01	1.79E+01	6.64E-01
50.4	4.78	0.21	6.64E-01	1.80E+01	6.64E-01
50.5	4.77	0.21	6.65E-01	1.80E+01	6.65E-01
50.6	4.76	0.21	6.65E-01	1.80E+01	6.65E-01
50.7	4.75	0.21	6.66E-01	1.80E+01	6.66E-01
50.8	4.73	0.21	6.66E-01	1.80E+01	6.66E-01
50.9	4.72	0.20	6.66E-01	1.80E+01	6.66E-01
51.0	4.71	0.20	6.67E-01	1.80E+01	6.67E-01
51.1	4.70	0.20	6.67E-01	1.80E+01	6.67E-01
51.2	4.69	0.20	6.68E-01	1.80E+01	6.68E-01
51.3	4.68	0.20	6.68E-01	1.81E+01	6.68E-01
51.4	4.67	0.20	6.69E-01	1.81E+01	6.69E-01
51.5	4.66	0.20	6.69E-01	1.81E+01	6.69E-01
51.6	4.65	0.20	6.69E-01	1.81E+01	6.69E-01
51.7	4.64	0.20	6.70E-01	1.81E+01	6.70E-01
51.8	4.63	0.20	6.70E-01	1.81E+01	6.70E-01
51.9	4.62	0.20	6.71E-01	1.81E+01	6.71E-01
52.0	4.61	0.20	6.71E-01	1.81E+01	6.71E-01
52.1	4.60	0.20	6.71E-01	1.81E+01	6.71E-01
52.2	4.59	0.20	6.72E-01	1.82E+01	6.72E-01
52.3	4.58	0.20	6.72E-01	1.82E+01	6.72E-01
52.4	4.57	0.20	6.73E-01	1.82E+01	6.73E-01
52.5	4.56	0.20	6.73E-01	1.82E+01	6.73E-01
52.6	4.55	0.20	6.74E-01	1.82E+01	6.74E-01
52.7	4.54	0.20	6.74E-01	1.82E+01	6.74E-01
52.8	4.53	0.20	6.74E-01	1.82E+01	6.74E-01
52.9	4.52	0.20	6.75E-01	1.82E+01	6.75E-01
53.0	4.51	0.20	6.75E-01	1.82E+01	6.75E-01
53.1	4.50	0.19	6.76E-01	1.83E+01	6.76E-01
53.2	4.49	0.19	6.76E-01	1.83E+01	6.76E-01
53.3	4.48	0.19	6.76E-01	1.83E+01	6.76E-01
53.4	4.47	0.19	6.77E-01	1.83E+01	6.77E-01
53.5	4.46	0.19	6.77E-01	1.83E+01	6.77E-01
53.6	4.45	0.19	6.78E-01	1.83E+01	6.78E-01
53.7	4.44	0.19	6.78E-01	1.83E+01	6.78E-01
53.8	4.43	0.19	6.79E-01	1.83E+01	6.79E-01
53.9	4.42	0.19	6.79E-01	1.84E+01	6.79E-01
54.0	4.42	0.19	6.79E-01	1.84E+01	6.79E-01
54.1	4.41	0.19	6.80E-01	1.84E+01	6.80E-01
54.2	4.40	0.19	6.80E-01	1.84E+01	6.80E-01
54.3	4.39	0.19	6.81E-01	1.84E+01	6.81E-01
54.4	4.38	0.19	6.81E-01	1.84E+01	6.81E-01
54.5	4.37	0.19	6.81E-01	1.84E+01	6.81E-01
54.6	4.36	0.19	6.82E-01	1.84E+01	6.82E-01
54.7	4.35	0.19	6.82E-01	1.84E+01	6.82E-01
54.8	4.34	0.19	6.83E-01	1.85E+01	6.83E-01
54.9	4.33	0.19	6.83E-01	1.85E+01	6.83E-01
55.0	4.32	0.19	6.84E-01	1.85E+01	6.83E-01
55.1	4.31	0.19	6.84E-01	1.85E+01	6.84E-01
55.2	4.31	0.19	6.84E-01	1.85E+01	6.84E-01
55.3	4.30	0.19	6.85E-01	1.85E+01	6.85E-01
55.4	4.29	0.19	6.85E-01	1.85E+01	6.85E-01
55.5	4.28	0.19	6.86E-01	1.85E+01	6.86E-01
55.6	4.27	0.18	6.86E-01	1.85E+01	6.86E-01
55.7	4.26	0.18	6.86E-01	1.86E+01	6.86E-01
55.8	4.25	0.18	6.87E-01	1.86E+01	6.87E-01
55.9	4.24	0.18	6.87E-01	1.86E+01	6.87E-01
56.0	4.24	0.18	6.88E-01	1.86E+01	6.88E-01
56.1	4.23	0.18	6.88E-01	1.86E+01	6.88E-01
56.2	4.22	0.18	6.88E-01	1.86E+01	6.88E-01
56.3	4.21	0.18	6.89E-01	1.86E+01	6.89E-01
56.4	4.20	0.18	6.89E-01	1.86E+01	6.89E-01
56.5	4.19	0.18	6.90E-01	1.86E+01	6.90E-01
56.6	4.18	0.18	6.90E-01	1.87E+01	6.90E-01
56.7	4.18	0.18	6.90E-01	1.87E+01	6.90E-01
56.8	4.17	0.18	6.91E-01	1.87E+01	6.91E-01
56.9	4.16	0.18	6.91E-01	1.87E+01	6.91E-01
57.0	4.15	0.18	6.92E-01	1.87E+01	6.92E-01
57.1	4.14	0.18	6.92E-01	1.87E+01	6.92E-01
57.2	4.13	0.18	6.92E-01	1.87E+01	6.92E-01
57.3	4.13	0.18	6.93E-01	1.87E+01	6.93E-01
57.4	4.12	0.18	6.93E-01	1.87E+01	6.93E-01
57.5	4.11	0.18	6.94E-01	1.87E+01	6.94E-01
57.6	4.10	0.18	6.94E-01	1.88E+01	6.94E-01
57.7	4.09	0.18	6.95E-01	1.88E+01	6.94E-01
57.8	4.09	0.18	6.95E-01	1.88E+01	6.95E-01
57.9	4.08	0.18	6.95E-01	1.88E+01	6.95E-01
58.0	4.07	0.18	6.96E-01	1.88E+01	6.96E-01
58.1	4.06	0.18	6.96E-01	1.88E+01	6.96E-01
58.2	4.05	0.18	6.97E-01	1.88E+01	6.96E-01
58.3	4.05	0.18	6.97E-01	1.88E+01	6.97E-01
58.4	4.04	0.17	6.97E-01	1.88E+01	6.97E-01
58.5	4.03	0.17	6.98E-01	1.89E+01	6.98E-01
58.6	4.02	0.17	6.98E-01	1.89E+01	6.98E-01
58.7	4.01	0.17	6.99E-01	1.89E+01	6.99E-01
58.8	4.01	0.17	6.99E-01	1.89E+01	6.99E-01
58.9	4.00	0.17	6.99E-01	1.89E+01	6.99E-01
59.0	3.99	0.17	7.00E-01	1.89E+01	7.00E-01
59.1	3.98	0.17	7.00E-01	1.89E+01	7.00E-01
59.2	3.97	0.17	7.01E-01	1.89E+01	7.01E-01
59.3	3.97	0.17	7.01E-01	1.89E+01	7.01E-01
59.4	3.96	0.17	7.01E-01	1.90E+01	7.01E-01
59.5	3.95	0.17	7.02E-01	1.90E+01	7.02E-01
59.6	3.94	0.17	7.02E-01	1.90E+01	7.02E-01
59.7	3.94	0.17	7.03E-01	1.90E+01	7.03E-01
59.8	3.93	0.17	7.03E-01	1.90E+01	7.03E-01
59.9	3.92	0.17	7.03E-01	1.90E+01	7.03E-01
60.0	3.91	0.17	7.04E-01	1.90E+01	7.04E-01
60.1	3.91	0.17	7.04E-01	1.90E+01	7.04E-01
60.2	3.90	0.17	7.05E-01	1.90E+01	7.05E-01
60.3	3.89	0.17	7.05E-01	1.91E+01	7.05E-01
60.4	3.88	0.17	7.05E-01	1.91E+01	7.05E-01
60.5	3.88	0.17	7.06E-01	1.91E+01	7.06E-01
60.6	3.87	0.17	7.06E-01	1.91E+01	7.06E-01
60.7	3.86	0.17	7.07E-01	1.91E+01	7.07E-01
60.8	3.86	0.17	7.07E-01	1.91E+01	7.07E-01
60.9	3.85	0.17	7.07E-01	1.91E+01	7.07E-01
61.0	3.84	0.17	7.08E-01	1.91E+01	7.08E-01
61.1	3.83	0.17	7.08E-01	1.91E+01	7.08E-01
61.2	3.83	0.17	7.09E-01	1.91E+01	7.08E-01
61.3	3.82	0.17	7.09E-01	1.92E+01	7.09E-01
61.4	3.81	0.17	7.09E-01	1.92E+01	7.09E-01
61.5	3.81	0.17	7.10E-01	1.92E+01	7.10E-01
61.6	3.80	0.16	7.10E-01	1.92E+01	7.10E-01
61.7	3.79	0.16	7.11E-01	1.92E+01	7.10E-01
61.8	3.78	0.16	7.11E-01	1.92E+01	7.11E-01
61.9	3.78	0.16	7.11E-01	1.92E+01	7.11E-01
62.0	3.77	0.16	7.12E-01	1.92E+01	7.12E-01
62.1	3.76	0.16	7.12E-01	1.92E+01	7.12E-01
62.2	3.76	0.16	7.12E-01	1.93E+01	7.12E-01
62.3	3.75	0.16	7.13E-01	1.93E+01	7.13E-01
62.4	3.74	0.16	7.13E-01	1.93E+01	7.13E-01
62.5	3.74	0.16	7.14E-01	1.93E+01	7.14E-01
62.6	3.73	0.16	7.14E-01	1.93E+01	7.14E-01
62.7	3.72	0.16	7.14E-01	1.93E+01	7.14E-01
62.8	3.72	0.16	7.15E-01	1.93E+01	7.15E-01
62.9	3.71	0.16	7.15E-01	1.93E+01	7.15E-01
63.0	3.70	0.16	7.16E-01	1.93E+01	7.16E-01
63.1	3.70	0.16	7.16E-01	1.94E+01	7.16E-01
63.2	3.69	0.16	7.16E-01	1.94E+01	7.16E-01
63.3	3.68	0.16	7.17E-01	1.94E+01	7.17E-01
63.4	3.68	0.16	7.17E-01	1.94E+01	7.17E-01
63.5	3.67	0.16	7.18E-01	1.94E+01	7.18E-01
63.6	3.66	0.16	7.18E-01	1.94E+01	7.18E-01
63.7	3.66	0.16	7.18E-01	1.94E+01	7.18E-01
63.8	3.65	0.16	7.19E-01	1.94E+01	7.19E-01
63.9	3.64	0.16	7.19E-01	1.94E+01	7.19E-01
64.0	3.64	0.16	7.20E-01	1.94E+01	7.20E-01
64.1	3.63	0.16	7.20E-01	1.95E+01	7.20E-01
64.2	3.62	0.16	7.20E-01	1.95E+01	7.20E-01
64.3	3.62	0.16	7.21E-01	1.95E+01	7.21E-01
64.4	3.61	0.16	7.21E-01	1.95E+01	7.21E-01
64.5	3.60	0.16	7.22E-01	1.95E+01	7.21E-01
64.6	3.60	0.16	7.22E-01	1.95E+01	7.22E-01
64.7	3.59	0.16	7.22E-01	1.95E+01	7.22E-01
64.8	3.59	0.16	7.23E-01	1.95E+01	7.23E-01
64.9	3.58	0.16	7.23E-01	1.95E+01	7.23E-01
65.0	3.57	0.16	7.23E-01	1.96E+01	7.23E-01
65.1	3.57	0.15	7.24E-01	1.96E+01	7.24E-01
65.2	3.56	0.15	7.24E-01	1.96E+01	7.24E-01
65.3	3.55	0.15	7.25E-01	1.96E+01	7.25E-01
65.4	3.55	0.15	7.25E-01	1.96E+01	7.25E-01
65.5	3.54	0.15	7.25E-01	1.96E+01	7.25E-01
65.6	3.54	0.15	7.26E-01	1.96E+01	7.26E-01
65.7	3.53	0.15	7.26E-01	1.96E+01	7.26E-01
65.8	3.52	0.15	7.27E-01	1.96E+01	7.27E-01
65.9	3.52	0.15	7.27E-01	1.96E+01	7.27E-01
66.0	3.51	0.15	7.27E-01	1.97E+01	7.27E-01
66.1	3.51	0.15	7.28E-01	1.97E+01	7.28E-01
66.2	3.50	0.15	7.28E-01	1.97E+01	7.28E-01
66.3	3.49	0.15	7.29E-01	1.97E+01	7.28E-01
66.4	3.49	0.15	7.29E-01	1.97E+01	7.29E-01
66.5	3.48	0.15	7.29E-01	1.97E+01	7.29E-01
66.6	3.48	0.15	7.30E-01	1.97E+01	7.30E-01
66.7	3.47	0.15	7.30E-01	1.97E+01	7.30E-01
66.8	3.46	0.15	7.30E-01	1.97E+01	7.30E-01
66.9	3.46	0.15	7.31E-01	1.98E+01	7.31E-01
67.0	3.45	0.15	7.31E-01	1.98E+01	7.31E-01
67.1	3.45	0.15	7.32E-01	1.98E+01	7.32E-01
67.2	3.44	0.15	7.32E-01	1.98E+01	7.32E-01
67.3	3.43	0.15	7.32E-01	1.98E+01	7.32E-01
67.4	3.43	0.15	7.33E-01	1.98E+01	7.33E-01
67.5	3.42	0.15	7.33E-01	1.98E+01	7.33E-01
67.6	3.42	0.15	7.34E-01	1.98E+01	7.33E-01
67.7	3.41	0.15	7.34E-01	1.98E+01	7.34E-01
67.8	3.41	0.15	7.34E-01	1.98E+01	7.34E-01
67.9	3.40	0.15	7.35E-01	1.99E+01	7.35E-01
68.0	3.39	0.15	7.35E-01	1.99E+01	7.35E-01
68.1	3.39	0.15	7.35E-01	1.99E+01	7.35E-01
68.2	3.38	0.15	7.36E-01	1.99E+01	7.36E-01
68.3	3.38	0.15	7.36E-01	1.99E+01	7.36E-01
68.4	3.37	0.15	7.37E-01	1.99E+01	7.37E-01
68.5	3.37	0.15	7.37E-01	1.99E+01	7.37E-01
68.6	3.36	0.15	7.37E-01	1.99E+01	7.37E-01
68.7	3.36	0.15	7.38E-01	1.99E+01	7.38E-01
68.8	3.35	0.15	7.38E-01	1.99E+01	7.38E-01
68.9	3.34	0.15	7.39E-01	2.00E+01	7.38E-01
69.0	3.34	0.14	7.39E-01	2.00E+01	7.39E-01
69.1	3.33	0.14	7.39E-01	2.00E+01	7.39E-01
69.2	3.33	0.14	7.40E-01	2.00E+01	7.40E-01
69.3	3.32	0.14	7.40E-01	2.00E+01	7.40E-01
69.4	3.32	0.14	7.40E-01	2.00E+01	7.40E-01
69.5	3.31	0.14	7.41E-01	2.00E+01	7.41E-01
69.6	3.31	0.14	7.41E-01	2.00E+01	7.41E-01
69.7	3.30	0.14	7.42E-01	2.00E+01	7.42E-01
69.8	3.30	0.14	7.42E-01	2.01E+01	7.42E-01
69.9	3.29	0.14	7.42E-01	2.01E+01	7.42E-01
70.0	3.28	0.14	7.43E-01	2.01E+01	7.43E-01
70.1	3.28	0.14	7.43E-01	2.01E+01	7.43E-01
70.2	3.27	0.14	7.43E-01	2.01E+01	7.43E-01
70.3	3.27	0.14	7.44E-01	2.01E+01	7.44E-01
70.4	3.26	0.14	7.44E-01	2.01E+01	7.44E-01
70.5	3.26	0.14	7.45E-01	2.01E+01	7.45E-01
70.6	3.25	0.14	7.45E-01	2.01E+01	7.45E-01
70.7	3.25	0.14	7.45E-01	2.01E+01	7.45E-01
70.8	3.24	0.14	7.46E-01	2.02E+01	7.46E-01
70.9	3.24	0.14	7.46E-01	2.02E+01	7.46E-01
71.0	3.23	0.14	7.47E-01	2.02E+01	7.46E-01
71.1	3.23	0.14	7.47E-01	2.02E+01	7.47E-01
71.2	3.22	0.14	7.47E-01	2.02E+01	7.47E-01
71.3	3.22	0.14	7.48E-01	2.02E+01	7.48E-01
71.4	3.21	0.14	7.48E-01	2.02E+01	7.48E-01
71.5	3.21	0.14	7.48E-01	2.02E+01	7.48E-01
71.6	3.20	0.14	7.49E-01	2.02E+01	7.49E-01
71.7	3.20	0.14	7.49E-01	2.02E+01	7.49E-01
71.8	3.19	0.14	7.50E-01	2.03E+01	7.49E-01
71.9	3.19	0.14	7.50E-01	2.03E+01	7.50E-01
72.0	3.18	0.14	7.50E-01	2.03E+01	7.50E-01
72.1	3.18	0.14	7.51E-01	2.03E+01	7.51E-01
72.2	3.17	0.14	7.51E-01	2.03E+01	7.51E-01
72.3	3.17	0.14	7.51E-01	2.03E+01	7.51E-01
72.4	3.16	0.14	7.52E-01	2.03E+01	7.52E-01
72.5	3.16	0.14	7.52E-01	2.03E+01	7.52E-01
72.6	3.15	0.14	7.53E-01	2.03E+01	7.53E-01
72.7	3.15	0.14	7.53E-01	2.03E+01	7.53E-01
72.8	3.14	0.14	7.53E-01	2.04E+01	7.53E-01
72.9	3.14	0.14	7.54E-01	2.04E+01	7.54E-01
73.0	3.13	0.14	7.54E-01	2.04E+01	7.54E-01
73.1	3.13	0.14	7.54E-01	2.04E+01	7.54E-01
73.2	3.12	0.14	7.55E-01	2.04E+01	7.55E-01
73.3	3.12	0.14	7.55E-01	2.04E+01	7.55E-01
73.4	3.11	0.14	7.56E-01	2.04E+01	7.56E-01
73.5	3.11	0.13	7.56E-01	2.04E+01	7.56E-01
73.6	3.10	0.13	7.56E-01	2.04E+01	7.56E-01
73.7	3.10	0.13	7.57E-01	2.05E+01	7.57E-01
73.8	3.09	0.13	7.57E-01	2.05E+01	7.57E-01
73.9	3.09	0.13	7.57E-01	2.05E+01	7.57E-01
74.0	3.08	0.13	7.58E-01	2.05E+01	7.58E-01
74.1	3.08	0.13	7.58E-01	2.05E+01	7.58E-01
74.2	3.07	0.13	7.59E-01	2.05E+01	7.59E-01
74.3	3.07	0.13	7.59E-01	2.05E+01	7.59E-01
74.4	3.07	0.13	7.59E-01	2.05E+01	7.59E-01
74.5	3.06	0.13	7.60E-01	2.05E+01	7.60E-01
74.6	3.06	0.13	7.60E-01	2.05E+01	7.60E-01
74.7	3.05	0.13	7.60E-01	2.06E+01	7.60E-01
74.8	3.05	0.13	7.61E-01	2.06E+01	7.61E-01
74.9	3.04	0.13	7.61E-01	2.06E+01	7.61E-01
75.0	3.04	0.13	7.62E-01	2.06E+01	7.61E-01
75.1	3.03	0.13	7.62E-01	2.06E+01	7.62E-01
75.2	3.03	0.13	7.62E-01	2.06E+01	7.62E-01
75.3	3.02	0.13	7.63E-01	2.06E+01	7.63E-01
75.4	3.02	0.13	7.63E-01	2.06E+01	7.63E-01
75.5	3.01	0.13	7.63E-01	2.06E+01	7.63E-01
75.6	3.01	0.13	7.64E-01	2.06E+01	7.64E-01
75.7	3.01	0.13	7.64E-01	2.07E+01	7.64E-01
75.8	3.00	0.13	7.65E-01	2.07E+01	7.64E-01
75.9	3.00	0.13	7.65E-01	2.07E+01	7.65E-01
76.0	2.99	0.13	7.65E-01	2.07E+01	7.65E-01
76.1	2.99	0.13	7.66E-01	2.07E+01	7.66E-01
76.2	2.98	0.13	7.66E-01	2.07E+01	7.66E-01
76.3	2.98	0.13	7.66E-01	2.07E+01	7.66E-01
76.4	2.97	0.13	7.67E-01	2.07E+01	7.67E-01
76.5	2.97	0.13	7.67E-01	2.07E+01	7.67E-01
76.6	2.97	0.13	7.67E-01	2.07E+01	7.67E-01
76.7	2.96	0.13	7.68E-01	2.08E+01	7.68E-01
76.8	2.96	0.13	7.68E-01	2.08E+01	7.68E-01
76.9	2.95	0.13	7.69E-01	2.08E+01	7.69E-01
77.0	2.95	0.13	7.69E-01	2.08E+01	7.69E-01
77.1	2.94	0.13	7.69E-01	2.08E+01	7.69E-01
77.2	2.94	0.13	7.70E-01	2.08E+01	7.70E-01
77.3	2.94	0.13	7.70E-01	2.08E+01	7.70E-01
77.4	2.93	0.13	7.70E-01	2.08E+01	7.70E-01
77.5	2.93	0.13	7.71E-01	2.08E+01	7.71E-01
77.6	2.92	0.13	7.71E-01	2.08E+01	7.71E-01
77.7	2.92	0.13	7.72E-01	2.09E+01	7.72E-01
77.8	2.91	0.13	7.72E-01	2.09E+01	7.72E-01
77.9	2.91	0.13	7.72E-01	2.09E+01	7.72E-01
78.0	2.91	0.13	7.73E-01	2.09E+01	7.73E-01
78.1	2.90	0.13	7.73E-01	2.09E+01	7.73E-01
78.2	2.90	0.13	7.73E-01	2.09E+01	7.73E-01
78.3	2.89	0.13	7.74E-01	2.09E+01	7.74E-01
78.4	2.89	0.13	7.74E-01	2.09E+01	7.74E-01
78.5	2.89	0.13	7.74E-01	2.09E+01	7.74E-01
78.6	2.88	0.13	7.75E-01	2.09E+01	7.75E-01
78.7	2.88	0.12	7.75E-01	2.10E+01	7.75E-01
78.8	2.87	0.12	7.76E-01	2.10E+01	7.76E-01
78.9	2.87	0.12	7.76E-01	2.10E+01	7.76E-01
79.0	2.86	0.12	7.76E-01	2.10E+01	7.76E-01
79.1	2.86	0.12	7.77E-01	2.10E+01	7.77E-01
79.2	2.86	0.12	7.77E-01	2.10E+01	7.77E-01
79.3	2.85	0.12	7.77E-01	2.10E+01	7.77E-01
79.4	2.85	0.12	7.78E-01	2.10E+01	7.78E-01
79.5	2.84	0.12	7.78E-01	2.10E+01	7.78E-01
79.6	2.84	0.12	7.79E-01	2.10E+01	7.78E-01
79.7	2.84	0.12	7.79E-01	2.11E+01	7.79E-01
79.8	2.83	0.12	7.79E-01	2.11E+01	7.79E-01
79.9	2.83	0.12	7.80E-01	2.11E+01	7.80E-01
80.0	2.82	0.12	7.80E-01	2.11E+01	7.80E-01
80.1	2.82	0.12	7.80E-01	2.11E+01	7.80E-01
80.2	2.82	0.12	7.81E-01	2.11E+01	7.81E-01
80.3	2.81	0.12	7.81E-01	2.11E+01	7.81E-01
80.4	2.81	0.12	7.81E-01	2.11E+01	7.81E-01
80.5	2.80	0.12	7.82E-01	2.11E+01	7.82E-01
80.6	2.80	0.12	7.82E-01	2.11E+01	7.82E-01
80.7	2.80	0.12	7.83E-01	2.11E+01	7.82E-01
80.8	2.79	0.12	7.83E-01	2.12E+01	7.83E-01
80.9	2.79	0.12	7.83E-01	2.12E+01	7.83E-01
81.0	2.79	0.12	7.84E-01	2.12E+01	7.84E-01
81.1	2.78	0.12	7.84E-01	2.12E+01	7.84E-01
81.2	2.78	0.12	7.84E-01	2.12E+01	7.84E-01
81.3	2.77	0.12	7.85E-01	2.12E+01	7.85E-01
81.4	2.77	0.12	7.85E-01	2.12E+01	7.85E-01
81.5	2.77	0.12	7.85E-01	2.12E+01	7.85E-01
81.6	2.76	0.12	7.86E-01	2.12E+01	7.86E-01
81.7	2.76	0.12	7.86E-01	2.12E+01	7.86E-01
81.8	2.75	0.12	7.87E-01	2.13E+01	7.86E-01
81.9	2.75	0.12	7.87E-01	2.13E+01	7.87E-01
82.0	2.75	0.12	7.87E-01	2.13E+01	7.87E-01
82.1	2.74	0.12	7.88E-01	2.13E+01	7.88E-01
82.2	2.74	0.12	7.88E-01	2.13E+01	7.88E-01
82.3	2.74	0.12	7.88E-01	2.13E+01	7.88E-01
82.4	2.73	0.12	7.89E-01	2.13E+01	7.89E-01
82.5	2.73	0.12	7.89E-01	2.13E+01	7.89E-01
82.6	2.72	0.12	7.89E-01	2.13E+01	7.89E-01
82.7	2.72	0.12	7.90E-01	2.13E+01	7.90E-01
82.8	2.72	0.12	7.90E-01	2.14E+01	7.90E-01
82.9	2.71	0.12	7.91E-01	2.14E+01	7.90E-01
83.0	2.71	0.12	7.91E-01	2.14E+01	7.91E-01
83.1	2.71	0.12	7.91E-01	2.14E+01	7.91E-01
83.2	2.70	0.12	7.92E-01	2.14E+01	7.92E-01
83.3	2.70	0.12	7.92E-01	2.14E+01	7.92E-01
83.4	2.69	0.12	7.92E-01	2.14E+01	7.92E-01
83.5	2.69	0.12	7.93E-01	2.14E+01	7.93E-01
83.6	2.69	0.12	7.93E-01	2.14E+01	7.93E-01
83.7	2.68	0.12	7.93E-01	2.14E+01	7.93E-01
83.8	2.68	0.12	7.94E-01	2.15E+01	7.94E-01
83.9	2.68	0.12	7.94E-01	2.15E+01	7.94E-01
84.0	2.67	0.12	7.94E-01	2.15E+01	7.94E-01
84.1	2.67	0.12	7.95E-01	2.15E+01	7.95E-01
84.2	2.67	0.12	7.95E-01	2.15E+01	7.95E-01
84.3	2.66	0.12	7.96E-01	2.15E+01	7.96E-01
84.4	2.66	0.12	7.96E-01	2.15E+01	7.96E-01
84.5	2.66	0.12	7.96E-01	2.15E+01	7.96E-01
84.6	2.65	0.12	7.97E-01	2.15E+01	7.97E-01
84.7	2.65	0.12	7.97E-01	2.15E+01	7.97E-01
84.8	2.64	0.12	7.97E-01	2.16E+01	7.97E-01
84.9	2.64	0.12	7.98E-01	2.16E+01	7.98E-01
85.0	2.64	0.12	7.98E-01	2.16E+01	7.98E-01
85.1	2.63	0.11	7.98E-01	2.16E+01	7.98E-01
85.2	2.63	0.11	7.99E-01	2.16E+01	7.99E-01
85.3	2.63	0.11	7.99E-01	2.16E+01	7.99E-01
85.4	2.62	0.11	8.00E-01	2.16E+01	7.99E-01
85.5	2.62	0.11	8.00E-01	2.16E+01	8.00E-01
85.6	2.62	0.11	8.00E-01	2.16E+01	8.00E-01
85.7	2.61	0.11	8.01E-01	2.16E+01	8.01E-01
85.8	2.61	0.11	8.01E-01	2.16E+01	8.01E-01
85.9	2.61	0.11	8.01E-01	2.17E+01	8.01E-01
86.0	2.60	0.11	8.02E-01	2.17E+01	8.02E-01
86.1	2.60	0.11	8.02E-01	2.17E+01	8.02E-01
86.2	2.60	0.11	8.02E-01	2.17E+01	8.02E-01
